10944750	25687,25372
12028500	7868,27406,16406,17013,16540,23779,2257,4834,29547,12220,13390,17835,7105,3228,11196
1206500	28463,4571,18977,2159,21865,22727,7868
12154500	2683,27791,9471,5470,2159,8689,21865,7105,22727,9549,2568,17640,7868
1620500	12230,5833,23735
4716750	8689,2438,20506,251,29202,20207,15018,3627,29099,20472,11465,14294,20425,8637,11080,22393,28410,13483,26754,12220,21110,19993,12168,15584,2683
4844000	11679,16406,12899,24196,15934,5086,12220,7868
5654000	4775,23861,4571,29231,5896
5735000	18977,2159,21865,22727,7868
5780000	11022,18515,15584,262,15315,10058,22313,17061,8313,17959,18736,21092,17214,22529,7061,5814,21336,15811
6061250	12220,10893,20506,22359,23612,29203,12394,14261,16463,4949,11176,679
6458500	8637
7860250	
8170750	
8622000	
8861500	
8869250	15631,8689
10224750	1481,11196,11679
10229250	12168,20207,11176,12352,28438,21110,251,4949,15631,18805,3627,8689
10302500	8689,26087,6630,14065,28164,679
10546500	
1110750	12426,24571,20578
12015000	7552,15138
12173500	28370,20207,251,7868,21110,1325,11465,28184,11176,4949,8689,15405,12352,9817,554,3627
12388250	28391
1971500	24070,4411,7692,18712,5834,17550,8385,7469,7624,21715,14917,21919,7096,4479,11000,13701,25329
2626250	25193,7868
3963750	7868,8662,7096,3228,3809,7356,14020,14902,11612,18730,19421,13737,8689,12394,12977,11330,23612,21067,16624,26972,3627,251,23662,11176,4949
434750	19973,16972,27511,4571,21911
5220750	18805,22621,26959,15631,25240,28438,8689
5254500	4571,21672,18905,28463,18977,2159,21865,22727,7868
5948500	28382
6067750	
6571000	13878,13430,5470,12162,4254
6849750	27965,29099,2199,11196,2655,11679
6977000	2159,21865,22727,7868
7703750	527,8689,27625,22727,25058,14020,22908,18075,7868
8149250	17013,16540,27406,7868,7105,4834,2257,2367,24015,17835,16110,3228,12220,11679,11196
8757750	24601,2669,25733,23928,26288,18024
9288000	2971,20506,15018,29099,14294,20472,11465,20425,22393,8637,11080,28410,13483,26754,12220,21110,19993,12168,15584,2683
10696000	19615,14887,3458,21110
11391250	23623,28924
1661750	15315,3151,11080,679,14020
1832000	25687,7868
2771250	28744,476,23284,14694,2513,789,2963
2852250	679,21657,11679,7105,11682,1222,16110,14261
3001000	12220,20506,14580,27092,679,11080
3211250	12431,3228,7173,15584,6148,27155,17706,16110
3581250	12512,5086,23214,23482,22126
4256500	2410
5034000	18002,18730,21110,2128,11679,7465,2683,16550,12220
5901250	14575,18730
6257000	12285,18990,23628,3740
6996000	
9720000	21092,1392,26871,28924
10057000	8193
11362000	5330,17232,4324,10240,8693,2963
11687000	264,21110,5863,21336,12160,27407,25240,12168,18805,28438,15631,8689
11847750	21372,3555
12008000	7105,25618,1222,16110,20979,14261
12215000	9363,20831,15639,14261,3627,14942,4949,8637,12352,7868,6672
1969000	13844,22583,25372,4220,18730,7465,18002,21110,2128,11679,16550,2683,12220
2132250	
3089500	1917,14020
3552000	24385
4770500	15315,2610,9165,24196,11679,13554,20297,27191,14020,6988,10404,12220
4809750	14490,7868,14261,12220,20506,679
7002750	1831,1481
799000	143,27791
8102000	20620,21092,14294,12220,2683,21110
8666500	911,11790
9035750	9881,29099,18024
9163000	7868,21672,28184,11080,6096
9244000	21885,24517,1084,10193,9486,14227,7105,2683,9072,16939,4571,28463,18905,18977,2159,21865,22727,7868
1046250	29547,2257,143,27791
10768750	19993,6672,2683
10927500	11080,14580
11046750	8637
11339250	
12027000	7868,21865
1904750	8719,11793,22484,23928
