3.000000,3.540510,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.228340,4.439757,4.874221,5.000000,5.000000,5.000000,5.000000,5.951343,6.000000,6.131093,6.697537,10.000000,10.000000,10.269690,11.000000,14.000000,14.000000,14.000000,18.000000,63.403970,70.748194,
9.000000,9.000000,9.035653,9.035653,10.118268,10.340760,10.857798,10.941441,10.965767,11.000000,11.242520,11.374836,11.462462,13.960026,14.584659,15.413761,18.096330,18.957072,19.000000,19.130406,26.143946,34.124508,34.851812,36.674121,40.846002,41.681680,43.000000,54.186184,68.796232,629.646871,
7.116552,7.709598,7.877380,8.036308,8.440050,8.440050,8.612850,8.650562,9.002720,9.187040,9.225032,9.488736,9.523050,9.609118,9.761230,9.951444,10.150512,10.290560,12.045642,12.735916,12.941410,14.354750,14.629420,15.399752,16.880100,19.461080,20.256120,20.649672,33.197530,710.675156,
9.036954,9.766331,10.000000,10.955301,12.000000,12.000000,12.000000,12.521681,13.000000,13.000000,13.036100,14.000000,14.000000,14.000000,15.000000,15.000000,16.000000,16.088748,17.000000,18.780516,19.067096,22.000000,22.042888,26.000000,29.379758,33.542978,51.521681,60.000000,248.464708,737.678015,
0.651392,0.673013,0.673013,0.739398,0.917745,0.985864,0.985864,0.985864,1.000000,1.000000,1.000000,1.000000,1.468392,1.478796,1.954176,2.000000,2.957592,3.204058,4.498447,5.422252,6.000000,6.000000,6.000000,7.232653,10.000000,11.000000,11.000000,23.325696,33.728167,52.000000,
13.506940,14.000000,14.000000,14.655842,14.875124,15.000000,15.510177,16.191251,16.903550,17.559022,17.883675,20.960402,21.510208,21.515775,22.000000,22.403589,29.261454,29.261454,29.715268,43.796659,48.608476,54.027760,57.159384,58.079842,62.807271,80.460898,111.882030,120.887113,181.000151,1013.218914,
6.000000,6.000000,6.424242,6.569157,6.762360,7.268906,7.438596,7.994731,8.000000,8.719298,8.799202,9.000000,9.805422,10.000000,10.408472,10.481658,11.000000,11.967690,12.502523,13.000000,13.000000,15.000000,20.000000,22.704944,23.303216,25.000000,27.000000,35.000000,45.338118,218.805542,
2.000000,2.000000,2.000000,2.000000,2.093632,2.124733,2.184722,2.369927,2.494660,2.870995,3.000000,3.000000,3.448467,3.617257,4.000000,4.000000,4.000000,4.150096,5.093632,7.000000,8.000000,10.000000,10.000000,13.000000,15.000000,17.000000,20.992126,24.523040,33.298978,35.000000,
5.256636,5.342370,5.342370,5.741330,5.741330,5.876607,5.919342,6.410844,6.945081,7.000000,7.024873,7.533708,8.013555,8.504499,8.580048,8.611995,9.186128,9.532203,9.548447,9.760261,9.977814,10.085914,11.633231,12.078129,13.597094,14.353325,14.931074,20.705364,31.749198,705.219913,
15.000000,15.000000,15.000000,16.000000,16.000000,17.000000,17.127570,17.177802,18.000000,18.000000,19.126405,19.177802,21.000000,22.000000,22.127570,23.000000,23.000000,24.000000,24.955822,32.000000,32.000000,32.352287,35.094167,37.690754,40.000000,40.000000,42.158200,47.000000,71.575900,112.000000,
4.183010,4.183010,5.000000,5.000000,5.116413,5.418301,5.856214,6.000000,6.000000,6.338871,7.000000,7.000000,7.529418,7.947719,9.000000,9.000000,9.000000,10.000000,10.000000,12.000000,13.000000,15.000000,22.000000,23.759554,24.000000,24.000000,25.000000,37.085447,40.568642,84.969451,
3.112270,3.132858,3.152790,3.217368,3.476396,3.476396,3.476396,3.712138,3.724710,4.266130,4.357178,4.366428,4.596240,4.826052,4.871630,5.138728,5.745300,5.921030,5.959536,6.204924,6.513133,6.704478,7.760647,8.157358,8.289442,9.652104,10.180874,10.365191,14.650526,124.045903,
0.034832,0.034832,0.043540,0.043540,0.043540,0.043540,0.052248,0.052248,0.052248,0.060956,0.078372,0.087080,0.087080,0.087080,0.087080,0.104496,0.104496,0.113204,0.121912,0.156744,0.165452,0.200284,0.208992,0.217700,0.287364,0.313488,0.348320,0.400568,0.461524,1.008708,
