10944750	19673,21684,27638,28752,25687,25372
12028500	21975,21684,23656,16540,6203,21565,13390
1206500	21684,18805,7105,24517,8689,2683,14227,9072,28463,10193,2159,13494,16939,4571,21865,22727,7868
12154500	14227,9072,20411,21684,19197,10193,2159,21838,27791,28621,16939,4571,2683,13494,9471,5470,8689,21865,2568,9549,22727,17640,7868
1620500	21684,5833
4716750	2971,21684,25086,12747,1831,24844,14265,18805,9532,15018,16603,26754,20506,11465,20472,29202,29099,2438,8637,11080,20425,14294,22393,12220,28410,13483,15584,19993,21110,12168,2683
4844000	11176,27396,21684,15934,11679,24196,12220,7868
5654000	21684,4775,29231,11080,23861
5735000	4571,16939,21684,13494,21865,22727,7868
5780000	19421,7037,16529,21684,21071,539,7061,22529,17061,23781,14261,22313,18736,15315,18515,11022,262,17959,8313,17214,5814,21092,21336,15811
6061250	10893,21684,20506,12220,22359,14261,29203,23612,16463,11176,4949,679
8170750	11679,21684,15584,11882,23143
10224750	21684,21393,1481,11196,11679
10229250	3627,21684,12160,10353,22179,24869,12168,5863,18805,21110,28438,8689
10302500	18167,20506,21684,7409,8689,26087,6630,14065,28164,679
10546500	21684,21838
1110750	21684,12426,27791,2729,21110,24571,20578
12015000	21684,7552
12173500	21684,29287,21110,28370,7868,11465,1325,28184,4949,8689,11176,12352,15405,9817,554,3627
12388250	21684,23793,1539,28391
1971500	14415,21684,4411,5315,5834,1739,23019,27791,26860,14294,22043,19166,7654,17550,8385,24070,7692,21919,18712,7469,7624,14917,21715,4479,13701,7096,11000,25329
2626250	21684,26523,12394,25193,11176
3963750	14020,21684,29095,16406,13020,3809,14902,7356,12977,3590,11612,18730,23612,7096,12394,26972,13737,19421,11330,16624,21067,251,23662,4949,11176
434750	21684,3228,6542,19973,16972,27511,21911,4571
5220750	264,15022,10353,21684,21110,12160,12168,5863,22621,26959,28438,8689
5254500	24601,21684,2683,4336,18805,25770,24541,24517,28463,7105,8689,14227,9072,10193,2159,4571,16939,13494,21865,22727,7868
6571000	21684,1773,13878,5470,13430,4254,12162
6849750	4938,21684,6757,27965,6246,23556,19796,2199,29099,2655
6977000	8689,14227,21684,9072,10193,2159,4571,16939,13494,21865,22727,7868
7703750	21684,21865,22727,22908,7868
8149250	21684,3390,15138,7456,949,16406,4949,15924,12162,18075,11018,2367,4931,24780,23143,7868,17013,24015,27406,23779,29547,17835,7105,3228,11679,11196
8757750	21684,2669,25733,18024
9288000	9532,14265,21684,29202,15018,16603,26754,20506,11465,14294,20472,2438,2971,29099,8637,11080,20425,22393,12220,28410,13483,15584,21110,19993,12168,2683
10696000	21684,14153,11022,19615,14887,3458,21110
11391250	21684
1661750	9802,11080,21684,3151,2729,24196,15315,679,14020
1832000	21684,21865,22727,7868
2771250	480,21684,476,12606,28744,11052,23284,14694,2513,789,2963,26722
2852250	21684,11080,21706,11679,21657,7105,1222,11682,16110,14261
3211250	3390,21684,14261,1047,23662,11076,7173,12431,6148,27155,17706,16110
3581250	21684,5848,5086,23214,23482,22126
4256500	21684,2410
5034000	1335,21684,22583,18002,18730,2128,11679,16550,7465,12220
5901250	4949,22280,21684,23928,16406,11196,2513,14902,11612,11793,22482,11176,18730
6257000	16540,21684,23628,12285,18990,3740
6996000	13754,21684
9720000	21684,19894,2771,13830,16315,26871,1392
10057000	21684,8193
11362000	21684,10404,9609,17232,10240,4324,2963,8693
11687000	15907,21684,2160,28621,21336,18805,264,10353,21110,12160,12168,5863,28438,8689
11847750	21684,3555
12008000	28270,14533,21684,12977,17061,16331,21067,19394,11080,11679,21657,7105,1222,16110,14261
12215000	25260,9620,21684,8689,18805,23284,4939,9363,14261,15639,3627,4949,14942,8637,7868,12352,6672
1969000	21684,21672,25372,10680,5987,14020,1335,18730,22583,7465,18002,2128,16550,11679,12220
2132250	14159,21684
4770500	12394,21684,5876,24196,24869,599,9609,15315,9165,13554,12220,27191,6988,20297,10404
4809750	21684,12220,20506,679
7002750	21684,1831,1481
799000	21684,251,27791
8102000	10106,21684,20154,17405,1547,25212,25596,2438,22393,25989,20620,7620,21092,12220,14294,2683,21110
8666500	21684,11790
9035750	21684,20661,7850,9881,29099
9163000	5594,21684,27092,14580,6571,7868,21672,28184,6096,11080
9244000	527,2899,21684,9486,21533,9899,17393,13471,20470,24541,2683,18805,24517,28463,7105,8689,9072,14227,10193,2159,4571,16939,13494,21865,22727,7868
1046250	23143,21684,18196,6621,251,1831,2257,27791
10768750	21684,12352,19993,6672,2683
10927500	21684,11080,14580
11046750	21684
11339250	21684
