10944750	25372,25687,28752
12028500	11196,13390
12154500	9471,5470,17640,28621,20297,8689,12159,9549,7868,2568,4949,7105,11176,27791
1620500	23735,5833,5445,444,12230
4716750	25318,13757,25820,2683,21110,8511,29202
4844000	24196,21983,7868,15138,27396,12220,12899,11176,15934
5654000	29231,528,4775,5896,16939
5780000	27955,26789,13734,4411,14261,19421,14065,21071,9111,10058,262,15315,11022,26160,539,20190,4807,15021,5094,2173,15584,10702,19458,5912,25510,23928,16529,21336,7856,22313,18736,22556,10014,17959,17061,18515,15811,5814,155,19523,11524,22529,11328,26308,17214,12209,21092,8313,26583,2128,7061,20979
6061250	8628,14261,10893,679,29203,5670,4949,22359,16463,11176,22577,23829,3190
6458500	8637
8622000	8702
10224750	2613,4761,1481,25960,21393
10229250	24541,7297,8689
10302500	8689,28164,18167,2626,679,6630,14065,26087,7409,12162
1110750	12426,20578,22499,3458
12015000	7552,15138,13097
12173500	1325,554,14266,28184,9817,3627,15405,29287
12388250	23793,28391,18712,1539
1971500	14917,5315,7692,8385,26860,21919,14065,4479,17550,16944,22489,4411,7096,25329,7624,19166,11000,27791,8316,7654,1739,23019,22043,26288,7004,24070,18712,21715,5834,13701,7469
2626250	25193
3963750	21067,13020,23662,13737,3590,3809,7096,4949,26972,11330,7356,251,12977,14020,16624,19421,11176
434750	19973,4571,6104,27511,21911,6542,16972
5220750	25240,8689,26216,28438
5254500	21672,28391,3313,29539,7868,22043,22359,14393,20300
5948500	28382
6571000	5470,15734,13430,1773,9192,13878,22877,19987,4254,27543,12162
6849750	23556,2655,19796,25372,6246,27928,11679,15584,8049,25733,29099,2199,27965,13883,6757
7703750	18075,527,22908,7868,11007,4958,18730,27625
8149250	11196,215,11679,2367,24015,12162
8757750	6968,3149,18024,26288,23928,24601
9288000	19394,11328,2683,2971,6401
10696000	19615,21110,3458,14887,11022,20979
11391250	28924,27998
1661750	679,28221,14020,21950,10840,15315
1832000	25687,10916,7868
2771250	2963,28744,14694,26314,789,2513,29490,12606,480,476
2852250	4647,21706,11682,14261
3211250	12431,27443,26006,17706,6148,4411,15584,23662,27155,3390,7173,11076,11963
3581250	11781,17783,5848,26546,5086,12512,23482,22126,23214
4256500	4694,2410
5034000	10584,3723,12220,7465
5901250	14575,11073,18730
6257000	16986,3740,530
6996000	13754,16067,6305,12165
9720000	2771,13830,16315,1392,19894,8939,21092
11362000	2963,5330,17232,10240,8693
11687000	8689
12008000	24274,25618
12215000	9363,14261,8637,15639,20831,14942,6672,28463,3164,7868,4949,12352,18743
1969000	5987,18002,18575,12220
2132250	14159
3089500	1917
4770500	9165,24196,24869,13554,6988,20297,12394,5876,2610,27191,14020,10404,15315,12220,9609,28975
4809750	1831,679
7002750	1481,5081
799000	27791,24341,8278
8666500	11790
9035750	6839,9881,20661
9163000	28184,26576,6096,5594
9244000	17393,9486,7868,13471,14227,13442
1046250	10678,18196,6621,2257,11396,27791
10768750	11150,19993
11046750	7169
1904750	25888,22484,9138,23928
1906000	2438,9532,1831,12220,2683,21110,12285
1909250	2963,25372,6326,23470,20516,14209,12729,23896,504,10014,24645
2138750	14120,11029
2874500	14914,3047,7868,22094,7910,6203,10840,4172,28370,19422
2921750	27791,14182,11201,143,5324,20184,29547,6880,27371,11176,15446,25272,7105
317500	7868
3524750	4808,4491,26871
3849750	9549
4184250	11196,11983,27371,11687,16550,241,10788,28710,4949,14020,23928,12220,8565
4215750	19574,4571,23928,9392,12674,14415,12251
5108000	7070,29203,14580,10193,10532,11080,27659,29547,15718,12346,647,4254,3627
6874250	16603,14265,1771,13483,24844,8637,18805,20425,22393,21503,15584,28410,11080,26754,647,11628,2683,20648,12747,155,17214,12168
8040000	1335,16406,7868,22547,4078,239,21796,2655,15138,11018,10151,21994,20300,8257,17400,17084,18292,26464,25372,5372,20484,27791,5429,22914
9103250	9563,876,6655
9344000	17024
10095000	8278,19973,14261,26699,2836
10831750	5640,13482
11434750	24004,7071,18758,20083,9985,10840
2078000	24669,16944,26608,17449,14902,28616
3257000	679,15534
3590000	28924,9907
3787750	2610,26969,19458
5898500	26722,374
591750	5416
6523250	16540,11196,17835
7367000	15686,21975
7687500	28625,290,22994,26607,12394,19574,23662,7868,20803,8173,14603,18730,3787,23748,12285,5369,682
9811750	22846
10064500	28466,12220,25830,22583
11340250	26973,14294,25329
11612500	16672,19974,29334,5848
12065000	12453,2270
2676250	14535,4970
3035250	14020,11196,11080
3226500	18741
371250	10106,1547,22889,25596,21110,15401,7620
42000	13390,8890
5754500	8307,12647,3954
7787500	24340
8649250	6571,16939
