10944750	7150,8719,10916,8689,13451,19673,1461,28752,25687,25372
12028500	17770,4626,11687,8257,17597,27637,3228,15311,24601,617,20823,15138,9620,27618,3390,7868,21392,24780,16540,23779,2257,4834,29547,12220,13390,17835,7105,11196
1206500	2899,17393,19514,21838,9899,21533,13471,20470,24541,11080,1084,18805,24517,14227,10193,2683,16939,4571,28463,18977,2159,7868
12154500	20470,11080,13226,1084,11176,27568,19962,7611,11328,26318,14227,11573,27791,4366,20411,4443,19197,26608,28621,18977,4949,9471,8689,5470,21865,7105,9549,2568,17640,7868
1620500	1195,5445,28774,12230,5833,23735
4716750	26860,13784,1771,12285,11328,2963,17641,22126,11628,19759,155,647,4039,4324,24844,14265,8511,25318,12747,1831,25820,21833,2971,9532,16603,18805,2438,20425,20506,29202,15018,11465,20472,22393,8637,11080,28410,21110,13483,26754,12220,19993,12168,15584,2683
4844000	13844,28362,14020,4220,5598,18002,16550,11176,26806,27396,21983,5086,11679,7868,12899,15934,24196,12220
5654000	4300,17926,25840,528,4775,4571,23861,29231,5896
5735000	17393,2367,9899,13471,20470,21838,11080,1084,7105,14227,2683,18977,21865,7868
5780000	26583,27257,26789,1000,25830,7059,1461,2128,26308,11328,23781,155,2173,16529,27955,21979,4807,11524,7037,14261,21071,5912,25510,539,19523,13734,19421,7856,5094,20979,23928,4411,11022,18515,15584,15315,262,10058,22313,17061,8313,17959,21092,18736,17214,22529,7061,5814,21336,15811
6061250	19632,5670,22577,3190,17117,10893,11176,4949,29203,22359,16463,14261,679
6458500	21336,11543,27791,574,8637
7860250	
8170750	11882,1966,23143
8622000	8702
8861500	2826
8869250	27407,25240,12168,18805,28438,15631,8689
10224750	4761,21393,25960,2613,1481,11196,11679
10229250	23774,21225,7297,15907,28621,23628,24869,24541,22179,21110,10353,27407,25240,5863,12168,28438,18805,15631,8689
10302500	14261,12754,23235,12220,8689,18167,2626,7409,20506,26087,6630,14065,28164,679
10546500	
1110750	22499,23295,13883,3458,2729,27791,12426,24571,20578
12015000	26900,13097,27028,5176,8024,14020,15138,7552
