10944750	19673,7150,25372,28752,
12028500	21392,16540,18496,11196,13390,15311,21975,
1206500	
12154500	8689,7868,15086,13226,9471,17640,17214,2568,7611,9549,27791,
1620500	1195,5445,28774,23735,5833,
4716750	2683,8511,25820,2963,25318,29202,13784,
4844000	7868,15934,28362,27396,21983,5598,24196,12899,
5654000	4571,4300,4775,528,5896,23861,29231,17926,16939,
5735000	
5780000	155,15315,1461,11022,2173,15584,21336,14261,19421,11328,14065,17214,21092,10014,23781,10702,18736,10325,18712,20190,5814,539,15021,21071,13734,25651,20979,15534,17061,7061,22313,22556,8842,18515,4411,9111,19458,12209,26583,27257,14917,7037,2128,5912,7071,2291,5157,27955,26523,26789,21979,26160,1000,7856,7059,22529,17959,15811,4807,25510,11524,23928,471,29224,
6061250	8628,11176,19632,10893,28985,3190,16463,22359,22113,22577,29203,
6458500	8637,
7860250	
8170750	1966,
8622000	
8861500	
8869250	
10224750	11679,1481,4761,25960,2613,21393,
10229250	8689,24869,21593,24541,18289,23774,22179,
10302500	8689,679,14065,12754,12162,14567,18167,2626,7409,6630,23235,28164,26087,
10546500	
1110750	3458,20578,12426,
12015000	15138,7552,22240,26900,5176,
12173500	21110,9817,3627,28184,28370,15534,22607,554,15405,1325,
12388250	28391,1539,
1971500	19166,14065,27791,21919,26860,8316,4411,7692,14917,22489,7004,26288,16944,21715,1739,14415,7469,13701,7654,11000,22043,5834,5315,17550,25329,23019,7096,3151,7230,24070,
2626250	25193,20206,
3963750	23662,4949,11176,19421,13020,251,13737,12977,26614,3590,21067,23475,11864,7096,16624,3809,7356,26972,11330,
434750	4571,19973,21911,3228,19394,6542,27511,12656,16972,6104,
5220750	8689,28438,
5254500	21672,7868,25488,22359,18072,22043,14393,15918,24601,4336,29539,12717,15478,3313,
5948500	
6067750	23698,
6571000	5470,15734,12162,27052,13878,13430,4254,9192,
6849750	11679,15584,29099,19394,13883,8049,2199,4819,12161,6757,27965,24886,27928,25733,6246,
6977000	
7703750	18730,18075,27625,527,8278,3626,18868,4958,12394,3651,23304,6398,22908,7542,
8149250	11679,11196,24015,2367,12162,215,
8757750	18024,26288,24601,
9288000	11328,19394,2971,
10696000	11022,14887,1666,20979,3740,19615,1995,14153,25420,24440,10635,
11391250	28924,
1661750	15315,679,10840,14020,2729,3151,9802,3324,1731,28221,22342,
1832000	25687,10916,
2771250	2963,12606,476,14694,28744,1494,2513,
2852250	11682,21706,
3001000	679,11080,4571,14902,21995,24780,
3211250	23662,15584,27155,4411,6148,7173,12431,11963,26006,239,17706,3390,11076,16110,27443,10393,
3581250	22126,5086,5848,28411,23214,26546,11781,17783,23482,
4256500	2410,
5034000	7465,
5901250	12606,14575,
6257000	16540,11849,21071,23628,12285,3740,22749,530,14795,23563,
6996000	13754,6305,16067,
9720000	2771,29442,13830,
10057000	
11362000	10240,8693,5330,17232,
11687000	8689,
11847750	3555,
12008000	14261,20979,24274,16331,4960,25618,17647,
12215000	6672,8637,20831,28463,14942,9363,18743,
1969000	12220,5469,4411,15887,18002,5987,
2132250	14159,
3089500	1917,
3552000	
4770500	15315,24869,18075,20297,24196,5797,28975,9165,2610,10404,6988,5876,27191,4808,
4809750	679,23884,
7002750	1481,5081,
799000	29099,27791,3555,8278,16331,21946,25839,24341,24553,
8102000	21110,768,
8666500	
9035750	18697,18024,19973,29099,21919,4479,25381,25618,27052,17732,6839,18544,20661,7850,9881,26434,17977,
9163000	11080,23475,26576,6096,6571,7977,11482,5594,
9244000	7868,14227,13471,17393,13442,16177,
1046250	27791,10678,6621,18196,
10768750	19993,6672,4683,
10927500	
11046750	7169,
11339250	6828,
12027000	21865,24334,2322,
1904750	23928,9138,27314,
1906000	21110,16540,12220,2683,1831,12285,2438,9567,9532,11448,
1909250	10014,18180,4411,26523,504,24645,20516,15992,6326,12729,14209,23470,
2138750	14120,
2476250	
2874500	10840,7868,3047,28370,4172,22094,
2921750	7105,27791,143,11201,5324,
317500	
3524750	26871,4491,4808,
3849750	9549,
39750	
4184250	8689,11196,4949,14020,11687,23928,178,28710,241,
4215750	15302,19574,4281,9340,23928,14415,7230,12674,4125,1037,21085,23656,26127,17356,14573,2685,11391,9878,9392,
4956000	15315,21337,28675,
5108000	155,29547,4571,3627,14020,22556,23628,22359,29203,7070,10193,4254,27659,10532,15094,12346,15718,
6874250	11080,15584,12747,2683,28410,17214,18805,12168,24844,8637,13483,1771,14265,
8040000	11018,20300,10151,15138,21796,1335,22547,17400,8257,17084,18275,239,12541,5043,27205,12994,4762,23285,13872,9792,
9103250	6655,876,
9344000	17024,14795,
9420500	
10095000	19973,14261,8278,13494,26699,16624,2836,
10831750	5640,
11434750	7071,9985,21823,
2078000	27791,14902,4644,16944,17449,6839,24669,28616,7622,14446,26608,17752,
3257000	
3590000	28924,7567,9907,
3787750	2610,26969,
5898500	7105,17732,15921,23433,
591750	
6523250	
71250	8775,
7367000	155,18730,15686,21975,21336,20297,11083,7061,143,11888,17945,13607,
7687500	18730,7868,19574,12285,14603,14498,619,12364,23748,8173,3174,6737,13853,12182,16453,5369,3787,26607,28625,22994,
9811750	22846,
10064500	12220,29099,25830,22583,5799,8269,
11340250	25329,14294,26973,
11612500	18075,5848,18741,29334,16672,
12065000	2270,12453,
2676250	
3035250	11080,
3226500	27791,22240,6621,11954,
371250	21110,25596,7620,
42000	13390,11578,8890,
4994000	25596,
5754500	28752,14020,16836,23214,143,12647,25618,11790,8307,3665,14784,15896,3954,8725,10282,
7787500	24340,
8649250	2826,18024,16939,6571,
887500	11080,18946,
9173750	15315,16540,11679,13784,14020,7560,29224,10999,16110,12541,14097,
9628250	18024,23779,
9706000	25933,29099,20297,12168,19431,3809,6740,9612,22094,23340,13765,742,11487,6364,29363,849,
981000	11176,14020,12737,12394,14153,27160,
10054250	20297,11159,19660,4667,1079,
10619000	12647,
1459750	28059,25830,
1966250	25260,3228,7186,
3054250	9563,14020,12285,7248,29203,3151,11931,5448,
3293750	18075,26523,7070,25193,12758,
3952000	29099,21844,9111,2128,4479,25917,4648,13998,19837,
4850000	11605,12512,614,4731,
4963500	21110,21092,15534,18002,16572,
5082750	
5906250	27791,13784,143,
5980500	
10393750	3438,29265,2437,17531,
11493000	7868,4694,1533,14661,9072,22727,12453,
11894500	26619,24009,
12231250	27155,24274,28149,
1446250	7105,20297,18712,700,1155,23482,14525,
1985250	
3188000	16463,26618,9567,18025,
3520000	5254,2999,21336,1337,7105,29099,28065,22126,9563,27927,21919,10702,10325,23928,4499,14415,16846,12758,18829,20184,24669,14788,1700,24434,3999,24984,23409,12795,
364250	11679,
38250	18730,15138,14265,10051,17590,
4421250	
5959000	4078,27791,18805,14242,14153,
6247250	25618,15814,8171,
6564500	18730,4949,11176,16406,21950,12977,14902,29095,26576,11790,11612,
7345250	5845,2750,
7699500	18730,8719,13592,11679,14182,5848,1222,23928,23698,9802,8173,11793,360,1031,1546,26127,3979,
83250	7624,28885,7409,25329,1731,7989,21238,4220,25753,8769,15434,6174,
10047250	3555,12132,8976,
11142000	18180,28378,17407,
1381000	14261,29099,25329,17958,22099,8724,27637,
2428500	17153,1396,22915,
380000	1773,22094,12329,5620,14174,
4102750	20585,22523,26843,
4922750	18024,2669,18013,20701,18489,
5027500	
5769750	24503,26614,143,16818,18731,16116,4440,20147,2455,
5847500	28504,21865,29505,
6619500	15934,3627,15089,21067,1917,16952,5221,
7927750	3032,26288,15065,26341,20279,12674,12680,
8129250	7868,7045,8637,25733,16323,22999,18097,28617,
10018000	
10063000	21110,22393,10893,22889,14930,
10257500	4281,10893,
10309250	11734,11329,10999,15192,14942,5043,18996,9472,8089,
10513000	6147,
11111500	27791,12379,4216,
