10944750	,25372,9242,25687,8689,8409,2683,1666
12028500	,28059,28653,251,8689,15138,22583,13390
1206500	,6246,3627,5883,22246,905
12154500	,6246,9549,3627,2568,5883,22246,7868,905,17640
1620500	
4716750	,26754,21110,2683
4844000	,5883,15934,12220,24196
5654000	,29231,7868
5735000	,6246,3627,5883,22246,905
5780000	,17959,8313,7061,17214,22529,5814,21336,15811
6061250	,4949,16463,679
8170750	
8622000	
10224750	
10229250	
10302500	,6630,19005,14065,28164
10546500	
1110750	,20578
12015000	
12173500	,28184,2471,21110,15405,9817,3627,554
12388250	,28391,17389,14020
1971500	,21715,7096,4479,13701,11000,11196,25329
2626250	
3963750	,13737,11330,26972,21067,251,16624,23662,4949,22246,905
434750	,27511,21911
5220750	,28438,8689
5254500	,19005,7868
6571000	,26722,13430,5470,12162,4254
6849750	
6977000	
7703750	,6246,3627,5883,22246,905
8149250	,24015,20536,27625,2367,5883,11196,11679
8757750	,21672,18024,7868,251,11196,22950,4949,18730,29095,16406,14902,4452,11612,11176
9288000	,2683
10696000	,26754,21110,2683
11391250	,7868
1661750	,19466,27135
1832000	
2771250	,789,22246,905
2852250	,11682,14261
3211250	,23612,17706,27155,4949
3581250	,23482,22126
4256500	,2683,17606,2410
5034000	,7465,12220
5901250	,18196
6257000	
6996000	,25415,7868,11176
9720000	
10057000	,28017
11362000	,10240
11687000	,8689
11847750	,2513,7868,19005
12008000	,2257,11196
12215000	,29099,14942,8637,4949,7868,12352,6672
1969000	,14580,18002,14020,22246,905,11080,12220
2132250	,18196
3089500	
4770500	,13554,14261,20297,27191,6988,10404
4809750	,679,21865,7868
7002750	,11882,23143
799000	,3228
8102000	
8666500	
9035750	,22727,2683,7868
9163000	,28184,6096
9244000	,7868
1046250	,7868,27791
10768750	,25635,19993,29,3304,6246,3627,5883,22246,905
10927500	,8689,15138
11046750	
11339250	,27791
1904750	
1906000	,2438,21110,12220,2683
1909250	,18180,14209,24645,10014,504
2138750	,2257
2476250	,18196,2683
2874500	,11176,10726,11080,10282,4172,7868,7910,6203,10840,14914
2921750	,15446,29547,14182,143,241,27791
317500	,25366,7868
3524750	,26871,22246,905
3849750	
39750	
4184250	,5883,23928,19523,83,28710,8689,11196,4949,25366,10788,14020,241
4215750	
4956000	,17640,7868
5108000	
6874250	,26754,20425,11080,22393,8637,14261,13483,28410,12168,15584,2683
8040000	,2655,15138
9103250	
9344000	
10095000	,13494,11244,7868,14261
10831750	
11434750	,21110,9985
2078000	
3257000	,679,8689,8409,2683,1666
3590000	,28924,29099,11196
3787750	,2610
5898500	,374
591750	
6523250	,25058,11196
7367000	,22393,21975,15686
7687500	,5369,290
9811750	
10064500	,25086,12220,28059,28653,251,15138,8689,22583
11340250	,18805,14294
11612500	
12065000	
2676250	
3035250	,18196
3226500	,7868,11196,23829
371250	,7620,11679,2257,21110
42000	
5754500	,4731,9838,11176,23612,4949
9173750	,13554,11196,17228,11679,24461,16110
9628250	,23779,14261
9706000	,22094,20297,12168
981000	,14020,14153,8662,27160,4949,12394,11176
10054250	,9838,19660,20297,23612,4949
10619000	,11176,23928,20386,8719,18730,11793,2368
1459750	,28059
1966250	,12220,3627,25260,18730,26722,11052,1047,3228,2257,16110
3054250	
3293750	,26523,25193
3952000	,16550,11196,12220,2128
4850000	,1428,22552,11605
4963500	,18730,8719,2368,11793,12220,21092,21110
5082750	
5906250	
11493000	,19632,22727,7868
11894500	,5883,15138,22246,905
12231250	,6246,8689,15138
1446250	
3188000	,29,3304,6246,3627,5883,22246,905
3520000	,28065,21919,28017,9817,13494,3627,554,11244,7868
364250	,11679
38250	,18730,14020,7868,14265,17606
5959000	,14153,14242
6247250	,15814
6564500	,18024,21672,11196,22950,4949,18730,29095,16406,4452,14902,11612,11176
7345250	,26485
7699500	,360,1222,28410,22280,20386,11080,2368,23928,18730,8719,11793
83250	,25366,241
10047250	,7868
11142000	
1381000	,11080
2428500	,26485
380000	,22094,14174
4102750	,26843,2257,20585
4922750	,4709,2669,25733,18024,11052,26722
5769750	,24503
5847500	
6619500	
7927750	,20180,26288,18624,2683,21110,11176
8129250	,7868
10018000	
10257500	,14020
10309250	
11111500	,27791
11321750	,24907,29547,11730
1148000	,19993,15269,15672,2683
11936000	
12337750	
1240250	,15138,8689
145750	,24242
1517000	,11080
1812000	,23829,7868,11196
2251750	,23549,22727,7868
2492500	,13942,19005
5012750	,2208,7963
5143250	,26614,14482,16609
6848750	,12220,2683,21336,10329,264,3627,20207,12160,25086,28059,28653,22583,251,15138,8689
7286500	,26722
7545250	,6672
8271000	,2683,11280,11080,25260,24486,12168,11767,26722
8997500	
9782000	,19005
10069500	,4571
10401500	,11196,27791,7868,4949,29095,16406,18730,4452,14902,11612,11176,22950
10774750	,1577
11874000	,11679,12220
1324500	,6246,3627,5883,22246,5336,7868,905
3981750	,1831,27791,22246,905
452750	,10872
6003750	,3304,8792,6246,3627,5883,22246,905
6754250	
6867750	,7552
7016500	
7190750	
7886000	,9472
10261750	,4731,21657,1222,14261
10588000	,14020,15138
10790500	
11730000	,13390,21565
11972750	,15631,7260,7868
1724000	,949,4931,29099,11196
2168250	,4731,11176,11244,13494,7868
2870250	,4003,7868,7096,14020,17606
3795000	,29099,12352
4853750	
4902250	,3740,18990,14360,23628,4709,11052,26722
5052000	,3304,5150,7868,6246,3627,5883,22246,905
6400000	,2452,14261
711500	,18024,14360,14020,15631,4709,11052,26722
9437500	,17228,16110,489,24461
10492250	
10609250	,8693,6246,3627,5883,22246,905
1074500	,9567
11496750	,16110
154500	,5863,21110,5883,12168,18805,3627,22246,8689,905
1953250	,14020,12394,3658
2182750	,19643
2378500	,374
