日期	最高气温	最低气温	天气	风向	风力	
2012-08-01	19	15	中到大雨	微风	小于3级	
2012-08-02	23	14	阵雨	微风	小于3级	
2012-08-03	24	15	阵雨	微风	小于3级	
2012-08-04	25	15	阵雨	微风	小于3级	
2012-08-05	25	15	阵雨	微风	小于3级	
2012-08-06	22	15	暴雨转阵雨	微风	小于3级	
2012-08-07	23	15	阵雨	微风	小于3级	
2012-08-08	24	15	阵雨转多云	微风	小于3级	
2012-08-09	25	15	多云转阵雨	微风	小于3级	
2012-08-10	27	15	雷阵雨	微风	小于3级	
2012-08-11	27	15	阵雨转多云	微风	小于3级	
2012-08-12	28	14	雷阵雨	微风	小于3级	
2012-08-13	27	15	阵雨	微风	小于3级	
2012-08-14	25	15	阴转小雨	微风	小于3级	
2012-08-15	25	15	小雨	微风	小于3级	
2012-08-16	25	16	雷阵雨	微风	小于3级	
2012-08-17	26	14	小雨	微风	小于3级	
2012-08-18	26	16	小雨	微风	小于3级	
2012-08-19	26	16	小到中雨	微风	小于3级	
2012-08-20	26	14	阵雨	微风	小于3级	
2012-08-21	24	14	阵雨	微风	小于3级	
2012-08-22	20	14	小雨转中雨	微风	小于3级	
2012-08-23	25	15	阵雨	微风	小于3级	
2012-08-24	24	15	阵雨	微风	小于3级	
2012-08-25	25	15	阵雨	微风	小于3级	
2012-08-26	24	15	中雨	微风	小于3级	
2012-08-27	24	16	小到中雨	微风	小于3级	
2012-08-28	25	16	雷阵雨	微风	小于3级	
2012-08-29	24	16	阵雨	微风	小于3级	
2012-08-30	25	17	阵雨	微风	小于3级	
2012-08-31	25	16	雷阵雨	微风	小于3级	
